kjv_rid,bhs_rid,gnt_rid,lxx_rid,vul_rid
084006023,084006023,"",084006023,084006023
084006024,084006024,"",084006024,084006024
084006025,084006025,"",084006025,084006025
084006026,084006026,"",084006026,084006026
084006027,084006027,"",084006027,084006027
084006028,084006028,"",084006028,084006028
084006029,084006029,"",084006029,084006029
084006030,084006030,"",084006030,084006030
084006031,084006031,"",084006031,084006031
084006032,084006032,"",084006032,084006032
084006033,084006033,"",084006033,084006033
084006034,084006034,"",084006034,084006034
084006035,084006035,"",084006035,084006035
084006036,084006036,"",084006036,084006036
084006037,084006037,"",084006037,084006037
084006038,084006038,"",084006038,084006038
084006039,084006039,"",084006039,084006039
084006040,084006040,"",084006040,084006040
084006041,084006041,"",084006041,084006041
084007001,084007001,"",084007001,084007001
084007002,084007002,"",084007002,084007002
084007003,084007003,"",084007003,084007003
084007004,084007004,"",084007004,084007004
084007005,084007005,"",084007005,084007005
084007006,084007006,"",084007006,084007006
084007007,084007007,"",084007007,084007007
084007008,084007008,"",084007008,084007008
084007009,084007009,"",084007009,084007009
084007010,084007010,"",084007010,084007010
084007011,084007011,"",084007011,084007011
084007012,084007012,"",084007012,084007012
084007013,084007013,"",084007013,084007013
084007014,084007014,"",084007014,084007014
084007015,084007015,"",084007015,084007015
084007016,084007016,"",084007016,084007016
084007017,084007017,"",084007017,084007017
084007018,084007018,"",084007018,084007018
084007019,084007019,"",084007019,084007019
084007020,084007020,"",084007020,084007020
084007021,084007021,"",084007021,084007021
084007022,084007022,"",084007022,084007022
084007023,084007023,"",084007023,084007023
085001001,085001001,"",085001001,085001001
085001002,085001002,"",085001002,085001002
085001003,085001003,"",085001003,085001003
085001004,085001004,"",085001004,085001004
085001005,085001005,"",085001005,085001005
085001006,085001006,"",085001006,085001006
085001007,085001007,"",085001007,085001007
085001008,085001008,"",085001008,085001008
085001009,085001009,"",085001009,085001009
085001010,085001010,"",085001010,085001010
085001011,085001011,"",085001011,085001011
085001012,085001012,"",085001012,085001012
085001013,085001013,"",085001013,085001013
085001014,085001014,"",085001014,085001014
085001015,085001015,"",085001015,085001015
085001016,085001016,"",085001016,085001016
085001017,085001017,"",085001017,085001017
085001018,085001018,"",085001018,085001018
085001019,085001019,"",085001019,085001019
085001020,085001020,"",085001020,085001020
085001021,085001021,"",085001021,085001021
085001022,085001022,"",085001022,085001022
085001023,085001023,"",085001023,085001023
085001024,085001024,"",085001024,085001024
085001025,085001025,"",085001025,085001025
085001026,085001026,"",085001026,085001026
085001027,085001027,"",085001027,085001027
085001028,085001028,"",085001028,085001028
085001029,085001029,"",085001029,085001029
085001030,085001030,"",085001030,085001030
085001031,085001031,"",085001031,085001031
085001032,085001032,"",085001032,085001032
085001033,085001033,"",085001033,085001033
085001034,085001034,"",085001034,085001034
085001035,085001035,"",085001035,085001035
085002001,085002001,"",085002001,085002001
085002002,085002002,"",085002002,085002002
085002003,085002003,"",085002003,085002003
085002004,085002004,"",085002004,085002004
085002005,085002005,"",085002005,085002005
085002006,085002006,"",085002006,085002006
085002007,085002007,"",085002007,085002007
085002008,085002008,"",085002008,085002008
085002009,085002009,"",085002009,085002009
085002010,085002010,"",085002010,085002010
085002011,085002011,"",085002011,085002011
085002012,085002012,"",085002012,085002012
085002013,085002013,"",085002013,085002013
085002014,085002014,"",085002014,085002014
085002015,085002015,"",085002015,085002015
085002016,085002016,"",085002016,085002016
085002017,085002017,"",085002017,085002017
085002018,085002018,"",085002018,085002018
085002019,085002019,"",085002019,085002019
085002020,085002020,"",085002020,085002020
085002021,085002021,"",085002021,085002021
085002022,085002022,"",085002022,085002022
085002023,085002023,"",085002023,085002023
085002024,085002024,"",085002024,085002024
085003001,085003001,"",085003001,085003001
085003002,085003002,"",085003002,085003002
085003003,085003003,"",085003003,085003003
085003004,085003004,"",085003004,085003004
085003005,085003005,"",085003005,085003005
085003006,085003006,"",085003006,085003006
085003007,085003007,"",085003007,085003007
085003008,085003008,"",085003008,085003008
085003009,085003009,"",085003009,085003009
085003010,085003010,"",085003010,085003010
085003011,085003011,"",085003011,085003011
085003012,085003012,"",085003012,085003012
085003013,085003013,"",085003013,085003013
085003014,085003014,"",085003014,085003014
085003015,085003015,"",085003015,085003015
085003016,085003016,"",085003016,085003016
085003017,085003017,"",085003017,085003017
085003018,085003018,"",085003018,085003018
085003019,085003019,"",085003019,085003019
085003020,085003020,"",085003020,085003020
085003021,085003021,"",085003021,085003021
085004001,085004001,"",085004001,085004001
085004002,085004002,"",085004002,085004002
085004003,085004003,"",085004003,085004003
085004004,085004004,"",085004004,085004004
085004005,085004005,"",085004005,085004005
085004006,085004006,"",085004006,085004006
085004007,085004007,"",085004007,085004007
085004008,085004008,"",085004008,085004008
085004009,085004009,"",085004009,085004009
085004010,085004010,"",085004010,085004010
085004011,085004011,"",085004011,085004011
085004012,085004012,"",085004012,085004012
085004013,085004013,"",085004013,085004013
085004014,085004014,"",085004014,085004014
085004015,085004015,"",085004015,085004015
085004016,085004016,"",085004016,085004016
085004017,085004017,"",085004017,085004017
085004018,085004018,"",085004018,085004018
085004019,085004019,"",085004019,085004019
085004020,085004020,"",085004020,085004020
085004021,085004021,"",085004021,085004021
085004022,085004022,"",085004022,085004022
085004023,085004023,"",085004023,085004023
085004024,085004024,"",085004024,085004024
085004025,085004025,"",085004025,085004025
085004026,085004026,"",085004026,085004026
085005001,085005001,"",085005001,085005001
085005002,085005002,"",085005002,085005002
085005003,085005003,"",085005003,085005003
085005004,085005004,"",085005004,085005004
085005005,085005005,"",085005005,085005005
085005006,085005006,"",085005006,085005006
085005007,085005007,"",085005007,085005007
085005008,085005008,"",085005008,085005008
085005009,085005009,"",085005009,085005009
085005010,085005010,"",085005010,085005010
085005011,085005011,"",085005011,085005011
085005012,085005012,"",085005012,085005012
085005013,085005013,"",085005013,085005013
085005014,085005014,"",085005014,085005014
085005015,085005015,"",085005015,085005015
085005016,085005016,"",085005016,085005016
085005017,085005017,"",085005017,085005017
085005018,085005018,"",085005018,085005018
085005019,085005019,"",085005019,085005019
085005020,085005020,"",085005020,085005020
085005021,085005021,"",085005021,085005021
085005022,085005022,"",085005022,085005022
085005023,085005023,"",085005023,085005023
085005024,085005024,"",085005024,085005024
085005025,085005025,"",085005025,085005025
085005026,085005026,"",085005026,085005026
085005027,085005027,"",085005027,085005027
085005028,085005028,"",085005028,085005028
085005029,085005029,"",085005029,085005029
085005030,085005030,"",085005030,085005030
085005031,085005031,"",085005031,085005031
085005032,085005032,"",085005032,085005032
085005033,085005033,"",085005033,085005033
085005034,085005034,"",085005034,085005034
085005035,085005035,"",085005035,085005035
085005036,085005036,"",085005036,085005036
085005037,085005037,"",085005037,085005037
085005038,085005038,"",085005038,085005038
085006001,085006001,"",085006001,085006001
085006002,085006002,"",085006002,085006002
085006003,085006003,"",085006003,085006003
085006004,085006004,"",085006004,085006004
085006005,085006005,"",085006005,085006005
085006006,085006006,"",085006006,085006006
085006007,085006007,"",085006007,085006007
085006008,085006008,"",085006008,085006008
085006009,085006009,"",085006009,085006009
085006010,085006010,"",085006010,085006010
085006011,085006011,"",085006011,085006011
085006012,085006012,"",085006012,085006012
085006013,085006013,"",085006013,085006013
085006014,085006014,"",085006014,085006014
085006015,085006015,"",085006015,085006015
085006016,085006016,"",085006016,085006016
085006017,085006017,"",085006017,085006017
085006018,085006018,"",085006018,085006018
085006019,085006019,"",085006019,085006019
085006020,085006020,"",085006020,085006020
085006021,085006021,"",085006021,085006021
085006022,085006022,"",085006022,085006022
085006023,085006023,"",085006023,085006023
085006024,085006024,"",085006024,085006024
085006025,085006025,"",085006025,085006025
085006026,085006026,"",085006026,085006026
085006027,085006027,"",085006027,085006027
085006028,085006028,"",085006028,085006028
085006029,085006029,"",085006029,085006029
085006030,085006030,"",085006030,085006030
085006031,085006031,"",085006031,085006031
085006032,085006032,"",085006032,085006032
085006033,085006033,"",085006033,085006033
085006034,085006034,"",085006034,085006034
085006035,085006035,"",085006035,085006035
085007001,085007001,"",085007001,085007001
085007002,085007002,"",085007002,085007002
085007003,085007003,"",085007003,085007003
085007004,085007004,"",085007004,085007004
085007005,085007005,"",085007005,085007005
085007006,085007006,"",085007006,085007006
085007007,085007007,"",085007007,085007007
085007008,085007008,"",085007008,085007008
085007009,085007009,"",085007009,085007009
085007010,085007010,"",085007010,085007010
085007011,085007011,"",085007011,085007011
085007012,085007012,"",085007012,085007012
085007013,085007013,"",085007013,085007013
085007014,085007014,"",085007014,085007014
085007015,085007015,"",085007015,085007015
085007016,085007016,"",085007016,085007016
085007017,085007017,"",085007017,085007017
085007018,085007018,"",085007018,085007018
085007019,085007019,"",085007019,085007019
085007020,085007020,"",085007020,085007020
085007021,085007021,"",085007021,085007021
085007022,085007022,"",085007022,085007022
085007023,085007023,"",085007023,085007023
085008001,085008001,"",085008001,085008001
085008002,085008002,"",085008002,085008002
085008003,085008003,"",085008003,085008003
085008004,085008004,"",085008004,085008004
085008005,085008005,"",085008005,085008005
085008006,085008006,"",085008006,085008006
085008007,085008007,"",085008007,085008007
085008008,085008008,"",085008008,085008008
085008009,085008009,"",085008009,085008009
085008010,085008010,"",085008010,085008010
085008011,085008011,"",085008011,085008011
085008012,085008012,"",085008012,085008012
085008013,085008013,"",085008013,085008013
085008014,085008014,"",085008014,085008014
085008015,085008015,"",085008015,085008015
085008016,085008016,"",085008016,085008016
085008017,085008017,"",085008017,085008017
085008018,085008018,"",085008018,085008018
085008019,085008019,"",085008019,085008019
085008020,085008020,"",085008020,085008020
085008021,085008021,"",085008021,085008021
085008022,085008022,"",085008022,085008022
085008023,085008023,"",085008023,085008023
085008024,085008024,"",085008024,085008024
085008025,085008025,"",085008025,085008025
085008026,085008026,"",085008026,085008026
085008027,085008027,"",085008027,085008027
085008028,085008028,"",085008028,085008028
085008029,085008029,"",085008029,085008029
085009001,085009001,"",085009001,085009001
085009002,085009002,"",085009002,085009002
085009003,085009003,"",085009003,085009003
085009004,085009004,"",085009004,085009004
085009005,085009005,"",085009005,085009005
085009006,085009006,"",085009006,085009006
085009007,085009007,"",085009007,085009007
085009008,085009008,"",085009008,085009008
085009009,085009009,"",085009009,085009009
085009010,085009010,"",085009010,085009010
085009011,085009011,"",085009011,085009011
085009012,085009012,"",085009012,085009012
085009013,085009013,"",085009013,085009013
085009014,085009014,"",085009014,085009014
085009015,085009015,"",085009015,085009015
085009016,085009016,"",085009016,085009016
085009017,085009017,"",085009017,085009017
085009018,085009018,"",085009018,085009018
085009019,085009019,"",085009019,085009019
085009020,085009020,"",085009020,085009020
085009021,085009021,"",085009021,085009021
085009022,085009022,"",085009022,085009022
085009023,085009023,"",085009023,085009023
085009024,085009024,"",085009024,085009024
085009025,085009025,"",085009025,085009025
085009026,085009026,"",085009026,085009026
085009027,085009027,"",085009027,085009027
085009028,085009028,"",085009028,085009028
085009029,085009029,"",085009029,085009029
085009030,085009030,"",085009030,085009030
085009031,085009031,"",085009031,085009031
085009032,085009032,"",085009032,085009032
085010001,085010001,"",085010001,085010001
085010002,085010002,"",085010002,085010002
085010003,085010003,"",085010003,085010003
085010005,085010005,"",085010005,085010005
085010006,085010006,"",085010006,085010006
085010007,085010007,"",085010007,085010007
085010008,085010008,"",085010008,085010008
085010009,085010009,"",085010009,085010009
085010010,085010010,"",085010010,085010010
085010011,085010011,"",085010011,085010011
085010012,085010012,"",085010012,085010012
085010013,085010013,"",085010013,085010013
085010014,085010014,"",085010014,085010014
085010015,085010015,"",085010015,085010015
085010016,085010016,"",085010016,085010016
085010017,085010017,"",085010017,085010017
085010018,085010018,"",085010018,085010018
085010019,085010019,"",085010019,085010019
085010020,085010020,"",085010020,085010020
085010021,085010021,"",085010021,085010021
085011001,085011001,"",085011001,085011001
085011002,085011002,"",085011002,085011002
085011003,085011003,"",085011003,085011003
085011004,085011004,"",085011004,085011004
085011005,085011005,"",085011005,085011005
085011006,085011006,"",085011006,085011006
085011008,085011008,"",085011008,085011008
085011009,085011009,"",085011009,085011009
085011010,085011010,"",085011010,085011010
085011011,085011011,"",085011011,085011011
085011012,085011012,"",085011012,085011012
085011013,085011013,"",085011013,085011013
085011014,085011014,"",085011014,085011014
085011015,085011015,"",085011015,085011015
085011016,085011016,"",085011016,085011016
085011017,085011017,"",085011017,085011017
085011018,085011018,"",085011018,085011018
085011019,085011019,"",085011019,085011019
085011020,085011020,"",085011020,085011020
085011021,085011021,"",085011021,085011021
085011022,085011022,"",085011022,085011022
085011023,085011023,"",085011023,085011023
085011024,085011024,"",085011024,085011024
085011025,085011025,"",085011025,085011025
085011026,085011026,"",085011026,085011026
085011027,085011027,"",085011027,085011027
085012001,085012001,"",085012001,085012001
085012002,085012002,"",085012002,085012002
085012003,085012003,"",085012003,085012003
085012004,085012004,"",085012004,085012004
085012005,085012005,"",085012005,085012005
085012006,085012006,"",085012006,085012006
085012007,085012007,"",085012007,085012007
085012008,085012008,"",085012008,085012008
085012009,085012009,"",085012009,085012009
085012010,085012010,"",085012010,085012010
085012011,085012011,"",085012011,085012011
085012012,085012012,"",085012012,085012012
085012013,085012013,"",085012013,085012013
085012014,085012014,"",085012014,085012014
085012015,085012015,"",085012015,085012015
085012016,085012016,"",085012016,085012016
085012017,085012017,"",085012017,085012017
085012018,085012018,"",085012018,085012018
085012019,085012019,"",085012019,085012019
085013001,085013001,"",085013001,085013001
085013002,085013002,"",085013002,085013002
085013003,085013003,"",085013003,085013003
085013004,085013004,"",085013004,085013004
085013005,085013005,"",085013005,085013005
085013006,085013006,"",085013006,085013006
085013007,085013007,"",085013007,085013007
085013008,085013008,"",085013008,085013008
085013009,085013009,"",085013009,085013009
085013010,085013010,"",085013010,085013010
085013011,085013011,"",085013011,085013011
085013012,085013012,"",085013012,085013012
085013013,085013013,"",085013013,085013013
085013014,085013014,"",085013014,085013014
085013015,085013015,"",085013015,085013015
085013016,085013016,"",085013016,085013016
085013017,085013017,"",085013017,085013017
085013018,085013018,"",085013018,085013018
085013019,085013019,"",085013019,085013019
085013020,085013020,"",085013020,085013020
085013021,085013021,"",085013021,085013021
085013022,085013022,"",085013022,085013022
085013023,085013023,"",085013023,085013023
085013024,085013024,"",085013024,085013024
085013025,085013025,"",085013025,085013025
085013026,085013026,"",085013026,085013026
085013027,085013027,"",085013027,085013027
085014001,085014001,"",085014001,085014001
085014002,085014002,"",085014002,085014002
085014003,085014003,"",085014003,085014003
085014004,085014004,"",085014004,085014004
085014005,085014005,"",085014005,085014005
085014006,085014006,"",085014006,085014006
085014007,085014007,"",085014007,085014007
085014008,085014008,"",085014008,085014008
085014009,085014009,"",085014009,085014009
085014010,085014010,"",085014010,085014010
085014011,085014011,"",085014011,085014011
085014012,085014012,"",085014012,085014012
085014013,085014013,"",085014013,085014013
085014014,085014014,"",085014014,085014014
085014015,085014015,"",085014015,085014015
085014016,085014016,"",085014016,085014016
085014017,085014017,"",085014017,085014017
085014018,085014018,"",085014018,085014018
085014019,085014019,"",085014019,085014019
085014020,085014020,"",085014020,085014020
085015001,085015001,"",085015001,085015001
085015002,085015002,"",085015002,085015002
085015003,085015003,"",085015003,085015003
085015004,085015004,"",085015004,085015004
085015005,085015005,"",085015005,085015005
085015006,085015006,"",085015006,085015006
085015007,085015007,"",085015007,085015007
085015008,085015008,"",085015008,085015008
085015009,085015009,"",085015009,085015009
085015010,085015010,"",085015010,085015010
085015011,085015011,"",085015011,085015011
085015012,085015012,"",085015012,085015012
085015013,085015013,"",085015013,085015013
085015014,085015014,"",085015014,085015014
085015015,085015015,"",085015015,085015015
085015016,085015016,"",085015016,085015016
085015017,085015017,"",085015017,085015017
085015018,085015018,"",085015018,085015018
085015019,085015019,"",085015019,085015019
085015020,085015020,"",085015020,085015020
085015021,085015021,"",085015021,085015021
085015022,085015022,"",085015022,085015022
085015023,085015023,"",085015023,085015023
085015024,085015024,"",085015024,085015024
085015025,085015025,"",085015025,085015025
085015026,085015026,"",085015026,085015026
085015027,085015027,"",085015027,085015027
085015028,085015028,"",085015028,085015028
085015029,085015029,"",085015029,085015029
085015030,085015030,"",085015030,085015030
085015031,085015031,"",085015031,085015031
085015032,085015032,"",085015032,085015032
085016001,085016001,"",085016001,085016001
085016002,085016002,"",085016002,085016002
085016003,085016003,"",085016003,085016003
085016004,085016004,"",085016004,085016004
085016005,085016005,"",085016005,085016005
085016006,085016006,"",085016006,085016006
085016007,085016007,"",085016007,085016007
085016008,085016008,"",085016008,085016008
085016009,085016009,"",085016009,085016009
085016010,085016010,"",085016010,085016010
085016011,085016011,"",085016011,085016011
085016012,085016012,"",085016012,085016012
085016013,085016013,"",085016013,085016013
085016014,085016014,"",085016014,085016014
085016015,085016015,"",085016015,085016015
085016016,085016016,"",085016016,085016016
085016017,085016017,"",085016017,085016017
085016018,085016018,"",085016018,085016018
085016019,085016019,"",085016019,085016019
085016020,085016020,"",085016020,085016020
085016021,085016021,"",085016021,085016021
085016022,085016022,"",085016022,085016022
085016023,085016023,"",085016023,085016023
085016024,085016024,"",085016024,085016024
085016025,085016025,"",085016025,085016025
085017001,085017001,"",085017001,085017001
085017002,085017002,"",085017002,085017002
085017003,085017003,"",085017003,085017003
085017004,085017004,"",085017004,085017004
085017005,085017005,"",085017005,085017005
085017006,085017006,"",085017006,085017006
085017007,085017007,"",085017007,085017007
085017008,085017008,"",085017008,085017008
085017009,085017009,"",085017009,085017009
085017010,085017010,"",085017010,085017010
085017011,085017011,"",085017011,085017011
085017012,085017012,"",085017012,085017012
085017013,085017013,"",085017013,085017013
085017014,085017014,"",085017014,085017014
085017015,085017015,"",085017015,085017015
085017016,085017016,"",085017016,085017016
085017017,085017017,"",085017017,085017017
085017018,085017018,"",085017018,085017018
085017019,085017019,"",085017019,085017019
085017020,085017020,"",085017020,085017020
085017021,085017021,"",085017021,085017021
085017022,085017022,"",085017022,085017022
085017023,085017023,"",085017023,085017023
085017024,085017024,"",085017024,085017024
085018001,085018001,"",085018001,085018001
085018002,085018002,"",085018002,085018002
085018003,085018003,"",085018003,085018003
085018004,085018004,"",085018004,085018004
085018005,085018005,"",085018005,085018005
085018006,085018006,"",085018006,085018006
085018007,085018007,"",085018007,085018007
085018008,085018008,"",085018008,085018008
085018009,085018009,"",085018009,085018009
085018010,085018010,"",085018010,085018010
085018011,085018011,"",085018011,085018011
085018012,085018012,"",085018012,085018012
085018013,085018013,"",085018013,085018013
085018014,085018014,"",085018014,085018014
085018015,085018015,"",085018015,085018015
085018016,085018016,"",085018016,085018016
085018017,085018017,"",085018017,085018017
085018018,085018018,"",085018018,085018018
085018019,085018019,"",085018019,085018019
085018020,085018020,"",085018020,085018020
085018021,085018021,"",085018021,085018021
085018022,085018022,"",085018022,085018022
085018023,085018023,"",085018023,085018023
085018024,085018024,"",085018024,085018024
086001001,086001001,"",086001001,086001001
086001002,086001002,"",086001002,086001002
086001003,086001003,"",086001003,086001003
086001004,086001004,"",086001004,086001004
086001005,086001005,"",086001005,086001005
086001006,086001006,"",086001006,086001006
086001007,086001007,"",086001007,086001007
087001001,087001001,"",087001001,087001001
087001002,087001002,"",087001002,087001002
087001003,087001003,"",087001003,087001003
087001004,087001004,"",087001004,087001004
087001005,087001005,"",087001005,087001005
087001006,087001006,"",087001006,087001006
087002001,087002001,"",087002001,087002001
087002002,087002002,"",087002002,087002002
087002003,087002003,"",087002003,087002003
087002004,087002004,"",087002004,087002004
087002005,087002005,"",087002005,087002005
087002006,087002006,"",087002006,087002006
087002007,087002007,"",087002007,087002007
087002008,087002008,"",087002008,087002008
087002009,087002009,"",087002009,087002009
087002010,087002010,"",087002010,087002010
087002011,087002011,"",087002011,087002011
087002012,087002012,"",087002012,087002012
087002013,087002013,"",087002013,087002013
087003001,087003001,"",087003001,087003001
087003002,087003002,"",087003002,087003002
087003003,087003003,"",087003003,087003003
087003004,087003004,"",087003004,087003004
087003005,087003005,"",087003005,087003005
087003006,087003006,"",087003006,087003006
087003007,087003007,"",087003007,087003007
087003008,087003008,"",087003008,087003008
087003009,087003009,"",087003009,087003009
087004001,087004001,"",087004001,087004001
087004002,087004002,"",087004002,087004002
087004003,087004003,"",087004003,087004003
087004004,087004004,"",087004004,087004004
087004005,087004005,"",087004005,087004005
087004006,087004006,"",087004006,087004006
087004007,087004007,"",087004007,087004007
087004008,087004008,"",087004008,087004008
087004009,087004009,"",087004009,087004009
087004010,087004010,"",087004010,087004010
087005001,087005001,"",087005001,087005001
087005002,087005002,"",087005002,087005002
087005003,087005003,"",087005003,087005003
087005004,087005004,"",087005004,087005004
087005005,087005005,"",087005005,087005005
087005006,087005006,"",087005006,087005006
087005007,087005007,"",087005007,087005007
087005008,087005008,"",087005008,087005008
087005009,087005009,"",087005009,087005009
087005010,087005010,"",087005010,087005010
087005011,087005011,"",087005011,087005011
087005012,087005012,"",087005012,087005012
087005013,087005013,"",087005013,087005013
087006001,087006001,"",087006001,087006001
087006002,087006002,"",087006002,087006002
087006003,087006003,"",087006003,087006003
087006004,087006004,"",087006004,087006004
087006005,087006005,"",087006005,087006005
087006006,087006006,"",087006006,087006006
087006007,087006007,"",087006007,087006007
087006008,087006008,"",087006008,087006008
087006009,087006009,"",087006009,087006009
087006010,087006010,"",087006010,087006010
087006011,087006011,"",087006011,087006011
087007001,087007001,"",087007001,087007001
087007002,087007002,"",087007002,087007002
087007003,087007003,"",087007003,087007003
087007004,087007004,"",087007004,087007004
087007005,087007005,"",087007005,087007005
087007006,087007006,"",087007006,087007006
087007007,087007007,"",087007007,087007007
087007008,087007008,"",087007008,087007008
087007009,087007009,"",087007009,087007009
087007010,087007010,"",087007010,087007010
087007011,087007011,"",087007011,087007011
087007012,087007012,"",087007012,087007012
087007013,087007013,"",087007013,087007013
087007014,087007014,"",087007014,087007014
087007015,087007015,"",087007015,087007015
087007016,087007016,"",087007016,087007016
087007017,087007017,"",087007017,087007017
087007018,087007018,"",087007018,087007018
087008001,087008001,"",087008001,087008001
087008002,087008002,"",087008002,087008002
087008003,087008003,"",087008003,087008003
087008004,087008004,"",087008004,087008004
087008005,087008005,"",087008005,087008005
087008006,087008006,"",087008006,087008006
087008007,087008007,"",087008007,087008007
087008008,087008008,"",087008008,087008008
087008009,087008009,"",087008009,087008009
087008010,087008010,"",087008010,087008010
087009001,087009001,"",087009001,087009001
087009002,087009002,"",087009002,087009002
087009003,087009003,"",087009003,087009003
087009004,087009004,"",087009004,087009004
087009005,087009005,"",087009005,087009005
087009006,087009006,"",087009006,087009006
087009007,087009007,"",087009007,087009007
087009008,087009008,"",087009008,087009008
087009009,087009009,"",087009009,087009009
087009010,087009010,"",087009010,087009010
087009011,087009011,"",087009011,087009011
087009012,087009012,"",087009012,087009012
087009013,087009013,"",087009013,087009013
087009014,087009014,"",087009014,087009014
087009015,087009015,"",087009015,087009015
087009016,087009016,"",087009016,087009016
087009017,087009017,"",087009017,087009017
087009018,087009018,"",087009018,087009018
087009019,087009019,"",087009019,087009019
087009020,087009020,"",087009020,087009020
087009021,087009021,"",087009021,087009021
087009022,087009022,"",087009022,087009022
087009023,087009023,"",087009023,087009023
087009024,087009024,"",087009024,087009024
087009025,087009025,"",087009025,087009025
087009026,087009026,"",087009026,087009026
087009027,087009027,"",087009027,087009027
087009028,087009028,"",087009028,087009028
087009029,087009029,"",087009029,087009029
087009030,087009030,"",087009030,087009030
087009031,087009031,"",087009031,087009031
087009032,087009032,"",087009032,087009032
087009033,087009033,"",087009033,087009033
087009034,087009034,"",087009034,087009034
087009035,087009035,"",087009035,087009035
087009036,087009036,"",087009036,087009036
087009037,087009037,"",087009037,087009037
087009038,087009038,"",087009038,087009038
087009039,087009039,"",087009039,087009039
087010001,087010001,"",087010001,087010001
087010002,087010002,"",087010002,087010002
087010003,087010003,"",087010003,087010003
087010004,087010004,"",087010004,087010004
087010005,087010005,"",087010005,087010005
087010006,087010006,"",087010006,087010006
087010007,087010007,"",087010007,087010007
087010008,087010008,"",087010008,087010008
087011001,087011001,"",087011001,087011001
087011002,087011002,"",087011002,087011002
087011003,087011003,"",087011003,087011003
087011004,087011004,"",087011004,087011004
087011005,087011005,"",087011005,087011005
087011006,087011006,"",087011006,087011006
087011007,087011007,"",087011007,087011007
087011008,087011008,"",087011008,087011008
087011009,087011009,"",087011009,087011009
087012001,087012001,"",087012001,087012001
087012002,087012002,"",087012002,087012002
087012003,087012003,"",087012003,087012003
087012004,087012004,"",087012004,087012004
087012005,087012005,"",087012005,087012005
087012006,087012006,"",087012006,087012006
087013001,087013001,"",087013001,087013001
087013002,087013002,"",087013002,087013002
087013003,087013003,"",087013003,087013003
087013004,087013004,"",087013004,087013004
087013005,087013005,"",087013005,087013005
087013006,087013006,"",087013006,087013006
087013007,087013007,"",087013007,087013007
087014001,087014001,"",087014001,087014001
087014002,087014002,"",087014002,087014002
087014003,087014003,"",087014003,087014003
087014004,087014004,"",087014004,087014004
087014005,087014005,"",087014005,087014005
087015001,087015001,"",087015001,087015001
087015002,087015002,"",087015002,087015002
087015003,087015003,"",087015003,087015003
087015004,087015004,"",087015004,087015004
087015005,087015005,"",087015005,087015005
087015006,087015006,"",087015006,087015006
087015007,087015007,"",087015007,087015007
087015008,087015008,"",087015008,087015008
087015009,087015009,"",087015009,087015009
087015010,087015010,"",087015010,087015010
087016001,087016001,"",087016001,087016001
087016002,087016002,"",087016002,087016002
087016003,087016003,"",087016003,087016003
087016004,087016004,"",087016004,087016004
087016005,087016005,"",087016005,087016005
087016006,087016006,"",087016006,087016006
087016007,087016007,"",087016007,087016007
087016008,087016008,"",087016008,087016008
087016009,087016009,"",087016009,087016009
087016010,087016010,"",087016010,087016010
087016011,087016011,"",087016011,087016011
087016012,087016012,"",087016012,087016012
087016013,087016013,"",087016013,087016013
087016014,087016014,"",087016014,087016014
087016015,087016015,"",087016015,087016015
087017001,087017001,"",087017001,087017001
087017002,087017002,"",087017002,087017002
087017003,087017003,"",087017003,087017003
087017004,087017004,"",087017004,087017004
087017005,087017005,"",087017005,087017005
087017006,087017006,"",087017006,087017006
087017007,087017007,"",087017007,087017007
087017008,087017008,"",087017008,087017008
087017009,087017009,"",087017009,087017009
087017010,087017010,"",087017010,087017010
087017011,087017011,"",087017011,087017011
087017012,087017012,"",087017012,087017012
087017013,087017013,"",087017013,087017013
087017014,087017014,"",087017014,087017014
087017015,087017015,"",087017015,087017015
087017016,087017016,"",087017016,087017016
087017017,087017017,"",087017017,087017017
087017018,087017018,"",087017018,087017018
087017019,087017019,"",087017019,087017019
087017020,087017020,"",087017020,087017020
087017021,087017021,"",087017021,087017021
087017022,087017022,"",087017022,087017022
087017023,087017023,"",087017023,087017023
087017024,087017024,"",087017024,087017024
087017025,087017025,"",087017025,087017025
087017026,087017026,"",087017026,087017026
087017027,087017027,"",087017027,087017027
087017028,087017028,"",087017028,087017028
087017029,087017029,"",087017029,087017029
087017030,087017030,"",087017030,087017030
087017031,087017031,"",087017031,087017031
087017032,087017032,"",087017032,087017032
087017033,087017033,"",087017033,087017033
087017034,087017034,"",087017034,087017034
087017035,087017035,"",087017035,087017035
087017036,087017036,"",087017036,087017036
087017037,087017037,"",087017037,087017037
087017038,087017038,"",087017038,087017038
087017039,087017039,"",087017039,087017039
087017040,087017040,"",087017040,087017040
087017041,087017041,"",087017041,087017041
087017042,087017042,"",087017042,087017042
087017043,087017043,"",087017043,087017043
087017044,087017044,"",087017044,087017044
087017045,087017045,"",087017045,087017045
087017046,087017046,"",087017046,087017046
087017047,087017047,"",087017047,087017047
087017048,087017048,"",087017048,087017048
087017049,087017049,"",087017049,087017049
087017050,087017050,"",087017050,087017050
087017051,087017051,"",087017051,087017051
087018001,087018001,"",087018001,087018001
087018002,087018002,"",087018002,087018002
087018003,087018003,"",087018003,087018003
087018004,087018004,"",087018004,087018004
087018005,087018005,"",087018005,087018005
087018006,087018006,"",087018006,087018006
